[31.90196578938686, 118.82963638880649]
[31.886886420559065, 118.83687814535739]
[31.909900798381233, 118.83229294985163]
[31.885917665376812, 118.83179767184643]
[31.90244110158272, 118.83568936170467]
[31.909862398691953, 118.83119194148114]
[31.885460490599964, 118.83186087136546]
[31.8888336442953, 118.82634674023463]
[31.88585844303485, 118.81878011628253]
[31.91481255092019, 118.83251409970534]
[31.90497838264822, 118.82834201467146]
[31.9083349807595, 118.83508579805896]
[31.917866344194543, 118.83229789280175]
[31.91234892044199, 118.82403606926827]
[31.927374327470957, 118.82798244632947]
[31.901676798062407, 118.82250999768571]
[31.9101906130123, 118.83385447457178]
[31.92727112734048, 118.82548267585098]
[31.911495028541793, 118.83265017726326]
[31.90203583910651, 118.82989910464144]
[31.915924062865965, 118.82364151184382]
[31.91411740584401, 118.81879913722571]
[31.914518771762808, 118.81840373902851]
[31.89870763513718, 118.82257464259511]
[31.924080852755377, 118.82260612685553]
[31.896368877564086, 118.8365540257811]
[31.910190642162924, 118.83432657850314]
[31.92746504195958, 118.82261789976295]
[31.924780029580962, 118.82303371616955]
[31.91599642048565, 118.82305262960348]
[31.89557469263042, 118.82907862844364]
[31.910375235386912, 118.83186170378438]
[31.909832105420136, 118.8310990136698]
[31.899268488739075, 118.82905676821865]
[31.927429182992658, 118.82376243606124]
[31.910417972528585, 118.83707684543614]
[31.91914169242764, 118.83352446909834]
[31.914008960536236, 118.82810322673566]
[31.888791896570815, 118.81715580082674]
[31.927400364746013, 118.82394032740181]
[31.895678516494453, 118.83063213051895]
[31.908817294756442, 118.83720811024592]
[31.89632412076686, 118.82298136389714]
[31.925096742911208, 118.82176358662821]
[31.916488488640564, 118.8218585628828]
[31.90807823930528, 118.8358407698678]
[31.9145796197746, 118.83709561491108]
